"year_sale";"month_sale";"IDATVEND";"ETAMANHO";"PORTO";"zona";"EESPECIE";"tipo_barco";"estrato_lei";"anonPRT";"QVENDA";"VVENDA";"DiaSemana";"PMED";"tipos_barcos3"
"2006";"Oct";2006-10-24;"3";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";38;322,85;"Tue";8,5;"Traineira"
"2009";"Nov";2009-11-18;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"abg";588;440,88;"Wed";0,75;"Traineira"
"2005";"Sep";2005-09-23;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfe";630;189;"Fri";0,3;"Traineira"
"2009";"Sep";2009-09-30;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"agj";640;108,8;"Wed";0,17;"Traineira"
"2008";"Feb";2008-02-14;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"agd";1687,5;2707;"Thu";1,6;"Traineira"
"2008";"Aug";2008-08-30;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"abg";9000;2636;"Sat";0,29;"Traineira"
"2009";"Nov";2009-11-03;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";7830;3573,2;"Tue";0,46;"Traineira"
"2007";"Jul";2007-07-25;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfb";4995;3965,45;"Wed";0,79;"Traineira"
"2005";"Sep";2005-09-27;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"bej";2800;390;"Tue";0,14;"Traineira"
"2007";"Nov";2007-11-23;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"bhb";78;250,7;"Fri";3,21;"Traineira"
"2007";"Jul";2007-07-19;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfe";1080;832,8;"Thu";0,77;"Traineira"
"2010";"Sep";2010-09-22;"3";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"aie";1499,4;1054,23;"Wed";0,7;"Traineira"
"2009";"Aug";2009-08-25;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"ajf";1155;857,52;"Tue";0,74;"Traineira"
"2006";"Jul";2006-07-05;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bda";112,5;112,5;"Wed";1;"Traineira"
"2010";"Jun";2010-06-22;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"adj";5535;3801,6;"Tue";0,69;"Traineira"
"2009";"Jun";2009-06-18;"3";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"bjb";108;93,6;"Thu";0,87;"Traineira"
"2009";"Jul";2009-07-20;"5";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bde";59;46,91;"Mon";0,8;"Traineira"
"2007";"Dec";2007-12-07;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"bjb";424,3;530,41;"Fri";1,25;"Traineira"
"2008";"Aug";2008-08-26;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bia";11272,5;7115,85;"Tue";0,63;"Traineira"
"2005";"May";2005-05-17;"2";"LAGOS";"Sul";"Sardinha";"traineira";"16-40";"aci";79;116,99;"Tue";1,48;"Traineira"
"2007";"Aug";2007-08-30;"5";"PORTIMAO";"Sul";"Outros";"traineira";"16-40";"bif";2000;601,12;"Thu";0,3;"Traineira"
"2005";"Dec";2005-12-19;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aia";765;1034;"Mon";1,35;"Traineira"
"2007";"Nov";2007-11-23;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bee";299,4;1421,13;"Fri";4,75;"Traineira"
"2008";"Jul";2008-07-24;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"agj";1848;1429,2;"Thu";0,77;"Traineira"
"2006";"May";2006-05-10;"4";"QUARTEIRA";"Sul";"Carapau-Branco";"traineira";"16-40";"adc";431,2;908,38;"Wed";2,11;"Traineira"
"2006";"Jan";2006-01-25;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjj";1237,5;897,45;"Wed";0,73;"Traineira"
"2006";"Sep";2006-09-04;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bgh";1800;432;"Mon";0,24;"Traineira"
"2005";"Mar";2005-03-11;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"aei";1192,5;846,5;"Fri";0,71;"Traineira"
"2005";"Dec";2005-12-14;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bcb";765;417,35;"Wed";0,55;"Traineira"
"2006";"Aug";2006-08-05;"3";"QUARTEIRA";"Sul";"Cavala";"traineira";"16-40";"adc";237,9;49,93;"Sat";0,21;"Traineira"
"2009";"Aug";2009-08-24;"5";"FIGUEIRA DA FOZ";"Norte";"Carapau-Branco";"traineira";"16-40";"abe";1314;2914;"Mon";2,22;"Traineira"
"2006";"Jan";2006-01-04;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agb";4050;1435,14;"Wed";0,35;"Traineira"
"2008";"Jul";2008-07-15;"4";"FIGUEIRA DA FOZ";"Norte";"Outros";"traineira";"16-40";"bdg";240;136,8;"Tue";0,57;"Traineira"
"2010";"Aug";2010-08-12;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";1652;2767,82;"Thu";1,68;"Traineira"
"2005";"Aug";2005-08-26;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"aha";1032;214,75;"Fri";0,21;"Traineira"
"2007";"May";2007-05-09;"1";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";7420;2821,65;"Wed";0,38;"Traineira"
"2005";"Nov";2005-11-09;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aea";8212,5;1281,78;"Wed";0,16;"Traineira"
"2006";"Apr";2006-04-26;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";6750;2395,8;"Wed";0,35;"Traineira"
"2010";"Oct";2010-10-19;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bde";69,6;134,17;"Tue";1,93;"Traineira"
"2005";"Jun";2005-06-07;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"abh";4297,5;1993,66;"Tue";0,46;"Traineira"
"2008";"Aug";2008-08-13;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bde";637,7;605,95;"Wed";0,95;"Traineira"
"2010";"Oct";2010-10-19;"SemTam";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"afc";22;34,32;"Tue";1,56;"Traineira"
"2005";"Jul";2005-07-13;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bag";2835;1579,82;"Wed";0,56;"Traineira"
"2009";"Aug";2009-08-11;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"caj";247,5;63,8;"Tue";0,26;"Traineira"
"2007";"May";2007-05-25;"3";"PORTIMAO";"Sul";"Cavala";"traineira";"16-40";"acf";3500;510;"Fri";0,15;"Traineira"
"2005";"Aug";2005-08-20;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"baa";1535;5649,79;"Sat";3,68;"Traineira"
"2009";"Nov";2009-11-20;"4";"LAGOS";"Sul";"Carapau-Branco";"traineira";"16-40";"aci";140,6;224,96;"Fri";1,6;"Traineira"
"2008";"Jul";2008-07-01;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";3960;1474;"Tue";0,37;"Traineira"
"2006";"Apr";2006-04-21;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bee";28,4;121,35;"Fri";4,27;"Traineira"
"2006";"Oct";2006-10-13;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agc";5220;2494,24;"Fri";0,48;"Traineira"
"2010";"Jul";2010-07-20;"SemTam";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"adj";21,9;15,5;"Tue";0,71;"Traineira"
"2007";"Jun";2007-06-22;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"acj";168,5;237,34;"Fri";1,41;"Traineira"
"2008";"Jul";2008-07-16;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"abi";2000;800;"Wed";0,4;"Traineira"
"2007";"Feb";2007-02-05;"4";"PENICHE";"Centro";"Outros";"traineira";"16-40";"ahb";432;184,2;"Mon";0,43;"Traineira"
"2006";"Oct";2006-10-10;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aea";1530;452,5;"Tue";0,3;"Traineira"
"2006";"Sep";2006-09-26;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfe";8055;3694,5;"Tue";0,46;"Traineira"
"2008";"May";2008-05-14;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"aie";920;211,6;"Wed";0,23;"Traineira"
"2008";"Jun";2008-06-18;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"aie";1622,3;1050,89;"Wed";0,65;"Traineira"
"2009";"Jul";2009-07-31;"3";"SETUBAL";"Centro";"Cavala";"traineira";"16-40";"abg";26;12,74;"Fri";0,49;"Traineira"
"2008";"Apr";2008-04-01;"SemTam";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"bfg";54,1;541,77;"Tue";10,01;"Traineira"
"2010";"Oct";2010-10-07;"5";"PORTIMAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afi";1250;1785;"Thu";1,43;"Traineira"
"2006";"Jun";2006-06-28;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bec";200;100;"Wed";0,5;"Traineira"
"2010";"Jul";2010-07-14;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"afc";90;28,2;"Wed";0,31;"Traineira"
"2007";"Feb";2007-02-28;"3";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bjb";5,6;11,48;"Wed";2,05;"Traineira"
"2005";"Mar";2005-03-10;"SemTam";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"aie";15;1,05;"Thu";0,07;"Traineira"
"2010";"Aug";2010-08-25;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";5062,5;3240;"Wed";0,64;"Traineira"
"2006";"Oct";2006-10-17;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"acj";2760;548,85;"Tue";0,2;"Traineira"
"2010";"Aug";2010-08-27;"5";"MATOSINHOS";"Norte";"Carapau-Branco";"traineira";"16-40";"bha";324;126;"Fri";0,39;"Traineira"
"2008";"Oct";2008-10-02;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aia";1687,5;1019,25;"Thu";0,6;"Traineira"
"2006";"Nov";2006-11-17;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bgh";5805;3651,75;"Fri";0,63;"Traineira"
"2010";"Jun";2010-06-22;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"baa";1826;4125,2;"Tue";2,26;"Traineira"
"2008";"Jul";2008-07-15;"4";"MATOSINHOS";"Norte";"Carapau-Branco";"traineira";"16-40";"bfi";720;1472;"Tue";2,04;"Traineira"
"2009";"Sep";2009-09-23;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";3240;1281,6;"Wed";0,4;"Traineira"
"2005";"Jul";2005-07-19;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfb";45;57,6;"Tue";1,28;"Traineira"
"2005";"Jul";2005-07-27;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bag";3420;6014,2;"Wed";1,76;"Traineira"
"2007";"Apr";2007-04-13;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";660;297;"Fri";0,45;"Traineira"
"2006";"Sep";2006-09-25;"SemTam";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"aic";40;23,2;"Mon";0,58;"Traineira"
"2009";"Aug";2009-08-11;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bjb";2220;1030;"Tue";0,46;"Traineira"
"2010";"Apr";2010-04-09;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"afj";1997;602,78;"Fri";0,3;"Traineira"
"2010";"Mar";2010-03-17;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjh";15570;6252,25;"Wed";0,4;"Traineira"
"2006";"Sep";2006-09-15;"1";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bif";6000;1645;"Fri";0,27;"Traineira"
"2006";"Nov";2006-11-06;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"adj";4005;1336,8;"Mon";0,33;"Traineira"
"2007";"Jul";2007-07-06;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";2941,5;7044,11;"Fri";2,39;"Traineira"
"2009";"Aug";2009-08-04;"3";"PORTIMAO";"Sul";"Cavala";"traineira";"16-40";"ajf";3300;441,65;"Tue";0,13;"Traineira"
"2008";"Feb";2008-02-29;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bib";1642,5;736,72;"Fri";0,45;"Traineira"
"2006";"Nov";2006-11-28;"1";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"cad";4000;1835;"Tue";0,46;"Traineira"
"2005";"Aug";2005-08-17;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bag";1462,5;1252,2;"Wed";0,86;"Traineira"
"2005";"Jun";2005-06-28;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bba";45;95,2;"Tue";2,12;"Traineira"
"2006";"Sep";2006-09-25;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aja";7312,5;4256,3;"Mon";0,58;"Traineira"
"2005";"Jul";2005-07-05;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";2385;1704,8;"Tue";0,71;"Traineira"
"2006";"Oct";2006-10-03;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"afj";27;9,18;"Tue";0,34;"Traineira"
"2006";"Nov";2006-11-14;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bba";2745;945,2;"Tue";0,34;"Traineira"
"2005";"Apr";2005-04-26;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"aeg";1700;905;"Tue";0,53;"Traineira"
"2008";"Jul";2008-07-10;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"afg";2632,5;2184,3;"Thu";0,83;"Traineira"
"2007";"Feb";2007-02-14;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abb";273;33,89;"Wed";0,12;"Traineira"
"2007";"Oct";2007-10-03;"4";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bee";120;5,55;"Wed";0,05;"Traineira"
"2005";"Aug";2005-08-05;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"cae";406;81,3;"Fri";0,2;"Traineira"
"2005";"Nov";2005-11-15;"SemTam";"OLHAO";"Sul";"Outros";"traineira";"16-40";"aed";6,5;41,83;"Tue";6,44;"Traineira"
"2007";"Dec";2007-12-27;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgi";1305;2132,5;"Thu";1,63;"Traineira"
"2006";"Dec";2006-12-26;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"bcd";42,5;1,28;"Tue";0,03;"Traineira"
"2005";"Nov";2005-11-04;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"cae";7000;1080;"Fri";0,15;"Traineira"
"2008";"Nov";2008-11-04;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bgb";1417,5;643;"Tue";0,45;"Traineira"
"2010";"May";2010-05-26;"2";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bbb";45;35,66;"Wed";0,79;"Traineira"
"2007";"Jun";2007-06-09;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bih";75;240;"Sat";3,2;"Traineira"
"2006";"Jul";2006-07-18;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aia";1620;495;"Tue";0,31;"Traineira"
"2006";"Mar";2006-03-09;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"aed";1500;680;"Thu";0,45;"Traineira"
"2008";"Jan";2008-01-28;"5";"FIGUEIRA DA FOZ";"Norte";"Carapau-Branco";"traineira";"16-40";"bbe";540;519;"Mon";0,96;"Traineira"
"2007";"Dec";2007-12-04;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bha";1620;493,2;"Tue";0,3;"Traineira"
"2008";"May";2008-05-06;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"aed";500;600;"Tue";1,2;"Traineira"
"2005";"Jan";2005-01-25;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";4230;1875,6;"Tue";0,44;"Traineira"
"2008";"Oct";2008-10-07;"2";"LAGOS";"Sul";"Sardinha";"traineira";"16-40";"aci";276,7;488,42;"Tue";1,77;"Traineira"
"2008";"Mar";2008-03-14;"SemTam";"PENICHE";"Centro";"Outros";"traineira";"16-40";"aei";396,2;1378,26;"Fri";3,48;"Traineira"
"2010";"Jun";2010-06-22;"3";"OLHAO";"Sul";"Outros";"traineira";"16-40";"bej";96;262,2;"Tue";2,73;"Traineira"
"2008";"Dec";2008-12-19;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"acj";1392;290,62;"Fri";0,21;"Traineira"
"2007";"Sep";2007-09-25;"3";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";67,5;21,75;"Tue";0,32;"Traineira"
"2010";"Aug";2010-08-27;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"abh";4940;1106,4;"Fri";0,22;"Traineira"
"2010";"Aug";2010-08-30;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bde";673,2;1750,92;"Mon";2,6;"Traineira"
"2009";"Jul";2009-07-10;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"adf";1230;124,8;"Fri";0,1;"Traineira"
"2010";"Jul";2010-07-27;"4";"AVEIRO";"Norte";"Cavala";"traineira";"16-40";"bda";225;60;"Tue";0,27;"Traineira"
"2008";"Jun";2008-06-25;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bif";1983;4475,7;"Wed";2,26;"Traineira"
"2009";"Sep";2009-09-21;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";6120;2937,6;"Mon";0,48;"Traineira"
"2008";"Jun";2008-06-20;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgb";292,5;756,6;"Fri";2,59;"Traineira"
"2006";"Oct";2006-10-02;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"aie";28;68,6;"Mon";2,45;"Traineira"
"2005";"Aug";2005-08-25;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bag";6255;3787,78;"Thu";0,61;"Traineira"
"2006";"Nov";2006-11-15;"SemTam";"FIGUEIRA DA FOZ";"Norte";"Outros";"traineira";"16-40";"acc";70;975,64;"Wed";13,94;"Traineira"
"2009";"Nov";2009-11-24;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"abg";240;231,6;"Tue";0,96;"Traineira"
"2005";"Jun";2005-06-21;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"abh";472,5;1818,2;"Tue";3,85;"Traineira"
"2008";"Jul";2008-07-26;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";852;2672,4;"Sat";3,14;"Traineira"
"2007";"Apr";2007-04-19;"SemTam";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bag";40,3;359,81;"Thu";8,93;"Traineira"
"2007";"May";2007-05-10;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aic";315;46,9;"Thu";0,15;"Traineira"
"2010";"Jul";2010-07-19;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"aha";120;22,45;"Mon";0,19;"Traineira"
"2009";"Jul";2009-07-20;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bba";1147,5;941,95;"Mon";0,82;"Traineira"
"2010";"May";2010-05-26;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";72;20,94;"Wed";0,29;"Traineira"
"2007";"Jul";2007-07-03;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bbb";2115;1753,67;"Tue";0,83;"Traineira"
"2010";"Nov";2010-11-02;"2";"PENICHE";"Centro";"Outros";"traineira";"16-40";"ahb";487,5;5778,84;"Tue";11,85;"Traineira"
"2007";"Nov";2007-11-02;"2";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bag";488;871,84;"Fri";1,79;"Traineira"
"2010";"Nov";2010-11-17;"SemTam";"PENICHE";"Centro";"Outros";"traineira";"16-40";"aei";5;39,9;"Wed";7,98;"Traineira"
"2010";"Jun";2010-06-02;"3";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"agb";1237,5;426,83;"Wed";0,34;"Traineira"
"2005";"Apr";2005-04-29;"4";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"ahb";2902,5;743,04;"Fri";0,26;"Traineira"
"2009";"Nov";2009-11-10;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"afi";600;276;"Tue";0,46;"Traineira"
"2007";"Jun";2007-06-02;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"aha";768;208;"Sat";0,27;"Traineira"
"2007";"Sep";2007-09-25;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"acj";5832;1394,82;"Tue";0,24;"Traineira"
"2010";"Jan";2010-01-25;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";1350;1308;"Mon";0,97;"Traineira"
"2006";"Aug";2006-08-16;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"abe";3037,5;1026,8;"Wed";0,34;"Traineira"
"2009";"Jun";2009-06-26;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"aed";124;337,72;"Fri";2,72;"Traineira"
"2008";"May";2008-05-07;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bci";14107,5;7507,2;"Wed";0,53;"Traineira"
"2005";"Jun";2005-06-21;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aea";6817,5;7520,7;"Tue";1,1;"Traineira"
"2010";"Sep";2010-09-04;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"acj";8064;3447,36;"Sat";0,43;"Traineira"
"2010";"Aug";2010-08-19;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"aie";4700;940;"Thu";0,2;"Traineira"
"2009";"Feb";2009-02-11;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bff";12400;6340;"Wed";0,51;"Traineira"
"2007";"May";2007-05-23;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfj";8100;3776,1;"Wed";0,47;"Traineira"
"2005";"Sep";2005-09-01;"SemTam";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"aie";33,8;333,59;"Thu";9,87;"Traineira"
"2009";"Jun";2009-06-15;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgi";2947,5;3769,6;"Mon";1,28;"Traineira"
"2005";"Feb";2005-02-10;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgi";157,5;84,98;"Thu";0,54;"Traineira"
"2009";"May";2009-05-21;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";940;626;"Thu";0,67;"Traineira"
"2008";"May";2008-05-14;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdg";15390;8091,6;"Wed";0,53;"Traineira"
"2010";"Jun";2010-06-26;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"aed";17;107,1;"Sat";6,3;"Traineira"
"2005";"Jul";2005-07-20;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"aeg";110;213;"Wed";1,94;"Traineira"
"2008";"Jul";2008-07-09;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bff";7000;3080;"Wed";0,44;"Traineira"
"2006";"May";2006-05-11;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"acj";1632;892,46;"Thu";0,55;"Traineira"
"2006";"Jul";2006-07-07;"6";"MATOSINHOS";"Norte";"Carapau-Branco";"traineira";"16-40";"afc";1152;1232,6;"Fri";1,07;"Traineira"
